Gene_ID	Family
Gorai.009G021700	GRAS
Gorai.009G020300	RAV
Gorai.009G020200	RAV
Gorai.009G017500	ERF
Gorai.009G016700	YABBY
Gorai.009G012300	TALE
Gorai.009G008800	AP2/ERF
Gorai.009G006700	MYB
Gorai.009G006200	ARR-B
Gorai.009G002500	HB-PHD
Gorai.009G002200	bHLH
Gorai.008G296800	TALE
Gorai.008G295800	MYB
Gorai.008G295600	Dof
Gorai.008G293600	MYB_related
Gorai.008G293300	HD-ZIP
Gorai.008G293100	MYB
Gorai.008G293000	C2H2
Gorai.008G292400	G2-like
Gorai.008G289800	WOX
Gorai.008G288900	MYB
Gorai.008G287100	MYB
Gorai.008G286700	ERF
Gorai.008G285300	TCP
Gorai.008G282400	bHLH
Gorai.008G282300	bHLH
Gorai.008G282200	Trihelix
Gorai.008G281100	C3H
Gorai.008G280600	ERF
Gorai.008G280500	ARR-B
Gorai.008G280400	LBD
Gorai.008G277900	MYB
Gorai.008G275600	C2H2
Gorai.008G274500	MYB_related
Gorai.008G273700	WRKY
Gorai.008G271200	ERF
Gorai.008G270700	bHLH
Gorai.008G270600	WRKY
Gorai.008G267000	Dof
Gorai.008G265600	GRF
Gorai.008G262400	Trihelix
Gorai.008G261800	ERF
Gorai.008G261400	NAC
Gorai.008G261100	B3
Gorai.008G259700	NAC
Gorai.008G259500	GRF
Gorai.008G259000	bHLH
Gorai.008G258900	HD-ZIP
Gorai.008G256800	Dof
Gorai.008G253900	ERF
Gorai.008G253300	WRKY
Gorai.008G252300	ERF
Gorai.008G250300	WRKY
Gorai.008G248900	TALE
Gorai.008G244400	HSF
Gorai.008G243900	GRAS
Gorai.008G243700	ERF
Gorai.008G243600	ERF
Gorai.008G243000	TCP
Gorai.008G242800	TALE
Gorai.008G242700	M-type_MADS
Gorai.008G241800	GRF
Gorai.008G238800	MYB
Gorai.008G238300	GRAS
Gorai.008G236500	YABBY
Gorai.008G236400	NAC
Gorai.008G235100	C2H2
Gorai.008G233500	MYB_related
Gorai.008G233200	HD-ZIP
Gorai.008G232700	ERF
Gorai.008G232600	ERF
Gorai.008G232500	ERF
Gorai.008G232300	ERF
Gorai.008G232100	ERF
Gorai.008G231500	GATA
Gorai.008G230600	Trihelix
Gorai.008G228800	ARR-B
Gorai.008G227800	NAC
Gorai.008G227400	LSD
Gorai.008G226800	C2H2
Gorai.008G226300	bHLH
Gorai.008G225800	bHLH
Gorai.008G225600	C3H
Gorai.008G225200	HSF
Gorai.008G224400	G2-like
Gorai.008G222300	BBR-BPC
Gorai.008G221900	G2-like
Gorai.008G219300	ERF
Gorai.008G218300	BES1
Gorai.008G214000	ERF
Gorai.008G213900	ERF
Gorai.008G213800	C3H
Gorai.008G213600	MYB_related
Gorai.008G210600	ERF
Gorai.008G210200	ARF
Gorai.008G209900	bHLH
Gorai.008G206700	NF-YC
Gorai.008G204400	C3H
Gorai.008G201000	WRKY
Gorai.008G200800	WRKY
Gorai.008G200600	bZIP
Gorai.008G199700	TCP
Gorai.008G197500	NAC
Gorai.008G194400	NAC
Gorai.008G194100	M-type_MADS
Gorai.008G193700	Dof
Gorai.008G193400	Nin-like
Gorai.008G192900	MYB
Gorai.008G192400	TCP
Gorai.008G192000	bHLH
Gorai.008G191200	WRKY
Gorai.008G190300	HD-ZIP
Gorai.008G186800	TCP
Gorai.008G186700	bHLH
Gorai.008G186300	NAC
Gorai.008G185900	RAV
Gorai.008G185500	G2-like
Gorai.008G185000	bZIP
Gorai.008G183300	ERF
Gorai.008G182500	AP2
Gorai.008G181800	bHLH
Gorai.008G181600	TCP
Gorai.008G180400	Dof
Gorai.008G179900	NAC
Gorai.008G179800	MYB
Gorai.008G179600	MYB
Gorai.008G178900	ERF
Gorai.008G178100	WRKY
Gorai.008G178000	C2H2
Gorai.008G175100	bHLH
Gorai.008G174500	bZIP
Gorai.008G172800	HD-ZIP
Gorai.008G172400	MYB_related
Gorai.008G170800	HSF
Gorai.008G169500	C2H2
Gorai.008G169000	C2H2
Gorai.008G168900	C2H2
Gorai.008G166000	SBP
Gorai.008G163200	Trihelix
Gorai.008G161000	ERF
Gorai.008G159000	bHLH
Gorai.008G158200	C2H2
Gorai.008G158000	MYB
Gorai.008G157500	C3H
Gorai.008G157300	TCP
Gorai.008G155600	ERF
Gorai.008G155300	C2H2
Gorai.008G155200	NAC
Gorai.008G155100	HB-other
Gorai.008G155000	G2-like
Gorai.008G154300	bHLH
Gorai.008G153600	ERF
Gorai.008G151400	MYB
Gorai.008G151100	MYB
Gorai.008G147800	TCP
Gorai.008G147400	MYB
Gorai.008G142200	GATA
Gorai.008G141000	MYB
Gorai.008G139700	bZIP
Gorai.008G139000	GRAS
Gorai.008G138900	WRKY
Gorai.008G137900	WRKY
Gorai.008G137300	MYB
Gorai.008G135700	SBP
Gorai.008G134300	WRKY
Gorai.008G133700	MYB
Gorai.008G132400	B3
Gorai.008G132000	MYB_related
Gorai.008G131800	MYB_related
Gorai.008G130300	NAC
Gorai.008G128900	G2-like
Gorai.008G128800	bHLH
Gorai.008G128000	HD-ZIP
Gorai.008G126800	Dof
Gorai.008G126700	MYB
Gorai.008G126200	ARF
Gorai.008G126000	ERF
Gorai.008G123400	ERF
Gorai.008G123200	bZIP
Gorai.008G117400	MYB
Gorai.008G117200	HD-ZIP
Gorai.008G116800	ERF
Gorai.008G116600	ARR-B
Gorai.008G115200	MIKC_MADS
Gorai.008G114400	LBD
Gorai.008G114300	LBD
Gorai.008G112400	MIKC_MADS
Gorai.008G109600	WRKY
Gorai.008G108600	ERF
Gorai.008G108500	ERF
Gorai.008G108400	ERF
Gorai.008G107900	HD-ZIP
Gorai.008G107700	ERF
Gorai.008G107400	SBP
Gorai.008G107300	SBP
Gorai.008G106900	bHLH
Gorai.008G106500	C2H2
Gorai.008G106100	GRAS
Gorai.008G106000	GRAS
Gorai.008G102300	bZIP
Gorai.008G100500	ERF
Gorai.008G099700	Trihelix
Gorai.008G097200	ARF
Gorai.008G094000	Dof
Gorai.008G092300	MIKC_MADS
Gorai.008G092000	ZF-HD
Gorai.008G091800	CAMTA
Gorai.008G091100	HD-ZIP
Gorai.008G089900	CAMTA
Gorai.008G087600	bHLH
Gorai.008G086700	HD-ZIP
Gorai.008G086400	MYB
Gorai.008G086000	AP2
Gorai.008G085300	bZIP
Gorai.008G085200	bZIP
Gorai.008G083500	GRAS
Gorai.008G082500	C2H2
Gorai.008G081100	LBD
Gorai.008G077900	ERF
Gorai.008G077800	AP2
Gorai.008G077300	bHLH
Gorai.008G075600	ERF
Gorai.008G075100	HD-ZIP
Gorai.008G073400	LBD
Gorai.008G073300	G2-like
Gorai.008G072900	Dof
Gorai.008G071900	Dof
Gorai.008G071600	B3
Gorai.008G071500	B3
Gorai.008G071400	B3
Gorai.008G071300	B3
Gorai.008G071200	B3
Gorai.008G070800	TALE
Gorai.008G068900	bZIP
Gorai.008G068100	GRAS
Gorai.008G067800	GATA
Gorai.008G067500	bHLH
Gorai.008G065300	bZIP
Gorai.008G064900	MIKC_MADS
Gorai.008G064100	DBB
Gorai.008G063600	NAC
Gorai.008G063200	WOX
Gorai.008G062800	FAR1
Gorai.008G060100	MYB
Gorai.008G059900	CO-like
Gorai.008G058900	GeBP
Gorai.008G057500	NF-YC
Gorai.008G057400	C3H
Gorai.008G057200	M-type_MADS
Gorai.008G056000	LBD
Gorai.008G055400	bHLH
Gorai.008G054600	ARF
Gorai.008G053100	bHLH
Gorai.008G044800	ZF-HD
Gorai.008G044700	ZF-HD
Gorai.008G044600	B3
Gorai.008G041400	WRKY
Gorai.008G041100	Nin-like
Gorai.008G038800	NAC
Gorai.008G036900	bHLH
Gorai.008G035700	MYB
Gorai.008G031100	TALE
Gorai.008G029300	bHLH
Gorai.008G027200	bZIP
Gorai.008G027000	B3
Gorai.008G026300	G2-like
Gorai.008G025100	ERF
Gorai.008G024700	bZIP
Gorai.008G021500	HB-PHD
Gorai.008G020700	C2H2
Gorai.008G018100	MIKC_MADS
Gorai.008G017800	GATA
Gorai.008G017200	MIKC_MADS
Gorai.008G014700	NAC
Gorai.008G009800	C2H2
Gorai.008G009500	C3H
Gorai.008G008400	DBB or CO-like
Gorai.008G002200	C2H2
Gorai.007G378300	MYB
Gorai.007G376400	GRAS
Gorai.007G375800	E2F/DP
Gorai.007G374600	NF-YB
Gorai.007G373500	MYB_related
Gorai.007G372000	WOX
Gorai.007G371900	MYB_related
Gorai.007G371500	Trihelix
Gorai.007G371300	C2H2
Gorai.007G366600	E2F/DP
Gorai.007G363800	NF-YA
Gorai.007G363700	M-type_MADS
Gorai.007G363600	M-type_MADS
Gorai.007G362200	MYB
Gorai.007G362000	SBP
Gorai.007G361700	bHLH
Gorai.007G360800	MIKC_MADS
Gorai.007G359400	ERF
Gorai.007G357900	AP2
Gorai.007G353000	bHLH
Gorai.007G352600	bZIP
Gorai.007G352300	bHLH
Gorai.007G351500	G2-like
Gorai.007G350500	MYB
Gorai.007G350300	LBD
Gorai.007G348600	MYB
Gorai.007G346400	MYB
Gorai.007G346300	WOX
Gorai.007G346200	LBD
Gorai.007G342200	MYB_related
Gorai.007G336800	NF-YC
Gorai.007G332400	STAT
Gorai.007G331700	DBB
Gorai.007G327000	BES1
Gorai.007G325700	bZIP
Gorai.007G323900	NAC
Gorai.007G314800	bHLH
Gorai.007G312700	MYB
Gorai.007G312400	MYB
Gorai.007G312200	ERF
Gorai.007G309400	bHLH
Gorai.007G306500	TALE
Gorai.007G298600	C2H2
Gorai.007G298300	NF-YB
Gorai.007G295600	NF-YC
Gorai.007G294800	bHLH
Gorai.007G287800	GATA
Gorai.007G287500	G2-like
Gorai.007G285700	GeBP
Gorai.007G284200	CPP
Gorai.007G283800	Trihelix
Gorai.007G281000	ERF
Gorai.007G280900	ERF
Gorai.007G280800	ERF
Gorai.007G278400	WRKY
Gorai.007G277300	bZIP
Gorai.007G277200	bHLH
Gorai.007G276500	MYB
Gorai.007G274700	G2-like
Gorai.007G274100	ZF-HD
Gorai.007G271900	ERF
Gorai.007G268800	MYB
Gorai.007G267900	NAC
Gorai.007G267700	NAC
Gorai.007G260900	ERF
Gorai.007G260600	MYB
Gorai.007G257400	bHLH
Gorai.007G253500	Dof
Gorai.007G253200	MYB
Gorai.007G252700	MYB
Gorai.007G246500	WRKY
Gorai.007G245200	WRKY
Gorai.007G243200	bZIP
Gorai.007G242000	M-type_MADS
Gorai.007G241400	bZIP
Gorai.007G241100	bHLH
Gorai.007G241000	EIL
Gorai.007G240900	ARR-B
Gorai.007G240700	ERF
Gorai.007G237300	M-type_MADS
Gorai.007G236800	MYB
Gorai.007G235200	HD-ZIP
Gorai.007G233800	ZF-HD
Gorai.007G229900	bHLH
Gorai.007G229700	HD-ZIP
Gorai.007G229000	bHLH
Gorai.007G228900	bHLH
Gorai.007G228000	HD-ZIP
Gorai.007G227500	MYB
Gorai.007G226500	AP2
Gorai.007G225400	C2H2
Gorai.007G224200	MYB_related
Gorai.007G223500	GRAS
Gorai.007G222000	LBD
Gorai.007G221900	GRAS
Gorai.007G219600	M-type_MADS
Gorai.007G218100	MYB
Gorai.007G216700	WRKY
Gorai.007G215900	AP2
Gorai.007G214800	bHLH
Gorai.007G213700	bHLH
Gorai.007G212100	B3
Gorai.007G210500	LBD
Gorai.007G209200	B3
Gorai.007G208600	B3
Gorai.007G207200	TALE
Gorai.007G206000	HD-ZIP
Gorai.007G205700	bZIP
Gorai.007G205300	C2H2
Gorai.007G202900	GATA
Gorai.007G202500	ZF-HD
Gorai.007G202300	MYB_related
Gorai.007G200600	bZIP
Gorai.007G198100	SRS
Gorai.007G197900	GATA
Gorai.007G197200	C3H
Gorai.007G196900	DBB
Gorai.007G196600	M-type_MADS
Gorai.007G196400	NAC
Gorai.007G194400	bHLH
Gorai.007G192900	MYB
Gorai.007G191800	bZIP
Gorai.007G188800	NAC
Gorai.007G179300	MYB
Gorai.007G177300	C2H2
Gorai.007G173400	FAR1
Gorai.007G171900	WRKY
Gorai.007G167100	WRKY
Gorai.007G167000	GRAS
Gorai.007G166100	NF-YB
Gorai.007G164600	DBB or CO-like
Gorai.007G163400	G2-like
Gorai.007G162700	HB-other
Gorai.007G157700	bHLH
Gorai.007G156300	ERF
Gorai.007G154900	Trihelix
Gorai.007G151900	bHLH
Gorai.007G149100	G2-like
Gorai.007G147300	NAC
Gorai.007G146200	MYB
Gorai.007G145800	ERF
Gorai.007G145700	ERF
Gorai.007G144500	LBD
Gorai.007G144400	LBD
Gorai.007G144000	C2H2
Gorai.007G143800	bHLH
Gorai.007G142800	WRKY
Gorai.007G141800	bHLH
Gorai.007G141500	bZIP
Gorai.007G140200	HD-ZIP
Gorai.007G139800	C2H2
Gorai.007G139600	HSF
Gorai.007G136400	bHLH
Gorai.007G135600	bHLH
Gorai.007G131900	ARF
Gorai.007G130500	C3H
Gorai.007G130100	C2H2
Gorai.007G129900	NF-YB
Gorai.007G125800	ARR-B
Gorai.007G125000	GATA
Gorai.007G124800	C2H2
Gorai.007G124000	MYB
Gorai.007G122800	bZIP
Gorai.007G122300	WRKY
Gorai.007G121200	WRKY
Gorai.007G121000	MYB
Gorai.007G118200	MYB
Gorai.007G118100	bHLH
Gorai.007G117200	WRKY
Gorai.007G116100	SBP
Gorai.007G114500	NAC
Gorai.007G114400	NAC
Gorai.007G114200	B3
Gorai.007G113900	MYB_related
Gorai.007G113300	bHLH
Gorai.007G113200	bHLH
Gorai.007G112500	NAC
Gorai.007G111800	bHLH
Gorai.007G111400	HD-ZIP
Gorai.007G110000	LBD
Gorai.007G109500	ARF
Gorai.007G109400	ERF
Gorai.007G109300	bHLH
Gorai.007G107300	WRKY
Gorai.007G105700	ERF
Gorai.007G105600	ERF
Gorai.007G105100	bZIP
Gorai.007G103600	WRKY
Gorai.007G103400	WRKY
Gorai.007G102900	MYB_related
Gorai.007G099100	BES1
Gorai.007G096000	HD-ZIP
Gorai.007G094200	TCP
Gorai.007G093800	MIKC/M-type_MADS
Gorai.007G093700	MIKC_MADS
Gorai.007G092400	GRF
Gorai.007G091600	LBD
Gorai.007G089700	YABBY
Gorai.007G088600	C2H2
Gorai.007G088300	bHLH
Gorai.007G087900	SBP
Gorai.007G087100	ERF
Gorai.007G086700	HD-ZIP
Gorai.007G086600	HD-ZIP
Gorai.007G086100	ERF
Gorai.007G086000	ERF
Gorai.007G081700	FAR1
Gorai.007G079900	NAC
Gorai.007G079300	Dof
Gorai.007G075700	LBD
Gorai.007G075300	NAC
Gorai.007G074500	MYB
Gorai.007G072600	bHLH
Gorai.007G069400	LBD
Gorai.007G066100	NF-YB
Gorai.007G065300	NAC
Gorai.007G060600	C2H2
Gorai.007G059100	bHLH
Gorai.007G058200	MIKC_MADS
Gorai.007G057800	bHLH
Gorai.007G057100	HD-ZIP
Gorai.007G056900	bZIP
Gorai.007G056300	LBD
Gorai.007G056200	GRAS
Gorai.007G055600	MYB
Gorai.007G053900	HSF
Gorai.007G053200	FAR1
Gorai.007G053100	G2-like
Gorai.007G051100	HD-ZIP
Gorai.007G050500	ZF-HD
Gorai.007G050400	MYB_related
Gorai.007G049700	GATA
Gorai.007G048000	NAC
Gorai.007G046100	ERF
Gorai.007G046000	ERF
Gorai.007G045100	ERF
Gorai.007G044900	ARF
Gorai.007G044800	bHLH
Gorai.007G044400	bHLH
Gorai.007G043900	NAC
Gorai.007G043500	SBP
Gorai.007G043400	MIKC_MADS
Gorai.007G041600	C3H
Gorai.007G040600	bHLH
Gorai.007G040400	Dof
Gorai.007G038100	NAC
Gorai.007G037300	ZF-HD
Gorai.007G037100	MYB
Gorai.007G036800	TCP
Gorai.007G036700	bHLH
Gorai.007G036300	bHLH
Gorai.007G036200	bHLH
Gorai.007G034800	LBD
Gorai.007G034400	bHLH
Gorai.007G034000	MYB_related
Gorai.007G033300	HSF
Gorai.007G032800	C3H
Gorai.007G031300	NAC
Gorai.007G029200	HD-ZIP
Gorai.007G028800	ERF
Gorai.007G026900	ARF
Gorai.007G026200	ERF
Gorai.007G023500	bHLH
Gorai.007G017500	NAC
Gorai.007G016800	HD-ZIP
Gorai.007G014600	WRKY
Gorai.007G013300	WRKY
Gorai.007G013200	MYB_related
Gorai.007G012300	GRAS
Gorai.007G011100	MYB
Gorai.007G010900	HSF
Gorai.007G010200	ERF
Gorai.007G010100	ERF
Gorai.007G009800	MIKC_MADS
Gorai.007G007500	TCP
Gorai.007G005700	bHLH
Gorai.007G002600	C2H2
Gorai.007G002200	MYB
Gorai.007G001800	MYB
Gorai.006G274300	MYB_related
Gorai.006G273000	HD-ZIP
Gorai.006G270800	GRAS
Gorai.006G270100	C2H2
Gorai.006G269400	NF-YB
Gorai.006G269200	bHLH
Gorai.006G268800	Dof
Gorai.006G268400	MIKC_MADS
Gorai.006G267900	NAC
Gorai.006G267800	NAC
Gorai.006G266900	Nin-like
Gorai.006G265800	MYB
Gorai.006G265200	WRKY
Gorai.006G264300	ERF
Gorai.006G263900	NF-YB
Gorai.006G260300	ERF
Gorai.006G259700	ARR-B
Gorai.006G258800	GRAS
Gorai.006G255400	FAR1
Gorai.006G254200	MYB
Gorai.006G250100	ERF
Gorai.006G250000	ERF
Gorai.006G249900	ERF
Gorai.006G249800	ERF
Gorai.006G247700	C2H2
Gorai.006G246400	bHLH
Gorai.006G242400	HSF
Gorai.006G236200	GRAS
Gorai.006G229500	bZIP
Gorai.006G229300	DBB
Gorai.006G225700	bHLH
Gorai.006G224000	HSF
Gorai.006G222600	ERF
Gorai.006G222400	G2-like
Gorai.006G220700	bZIP
Gorai.006G217200	bHLH
Gorai.006G216700	bHLH
Gorai.006G216400	C2H2
Gorai.006G214400	GATA
Gorai.006G214100	ERF
Gorai.006G208200	ERF
Gorai.006G207800	ERF
Gorai.006G206500	Nin-like
Gorai.006G206100	Dof
Gorai.006G205300	NAC
Gorai.006G203800	NAC
Gorai.006G200400	ERF
Gorai.006G198300	GRAS
Gorai.006G197200	ERF
Gorai.006G197000	TCP
Gorai.006G196500	bHLH
Gorai.006G195700	MYB
Gorai.006G194500	bHLH
Gorai.006G192400	MYB
Gorai.006G190900	G2-like
Gorai.006G190600	ZF-HD
Gorai.006G190500	C2H2
Gorai.006G189600	NAC
Gorai.006G188900	Dof
Gorai.006G184400	GRAS
Gorai.006G183000	Trihelix
Gorai.006G182800	G2-like
Gorai.006G180900	MYB
Gorai.006G179700	MYB
Gorai.006G178000	MYB_related
Gorai.006G176100	C2H2
Gorai.006G176000	C2H2
Gorai.006G173700	Dof
Gorai.006G172800	MYB
Gorai.006G172000	MYB_related
Gorai.006G171700	WRKY
Gorai.006G168100	S1Fa-like
Gorai.006G167600	C2H2
Gorai.006G166400	ARF
Gorai.006G165300	TCP
Gorai.006G163100	E2F/DP
Gorai.006G162800	MYB
Gorai.006G161200	C2H2
Gorai.006G159000	Trihelix
Gorai.006G158000	HSF
Gorai.006G157300	GRF
Gorai.006G155600	bZIP
Gorai.006G153500	M-type_MADS
Gorai.006G153400	M-type_MADS
Gorai.006G152400	B3
Gorai.006G149100	TALE
Gorai.006G148800	Dof
Gorai.006G143600	HD-ZIP
Gorai.006G142400	MYB_related
Gorai.006G142300	MYB_related
Gorai.006G142000	G2-like
Gorai.006G141000	bZIP
Gorai.006G140200	bHLH
Gorai.006G139900	bHLH
Gorai.006G139300	AP2
Gorai.006G138700	C2H2
Gorai.006G138100	C3H
Gorai.006G137400	C2H2
Gorai.006G132100	M-type_MADS
Gorai.006G132000	M-type_MADS
Gorai.006G131700	C2H2
Gorai.006G129400	AP2
Gorai.006G129100	MYB
Gorai.006G127800	M-type_MADS
Gorai.006G127700	NAC
Gorai.006G125700	GRAS
Gorai.006G125000	HSF
Gorai.006G123900	SRS
Gorai.006G121900	MYB
Gorai.006G120900	LBD
Gorai.006G120400	ARF
Gorai.006G120300	bHLH
Gorai.006G120000	C2H2
Gorai.006G118900	FAR1
Gorai.006G118200	MYB
Gorai.006G117800	YABBY
Gorai.006G115600	TALE
Gorai.006G114300	E2F/DP
Gorai.006G113700	NAC
Gorai.006G113100	MYB
Gorai.006G113000	NAC
Gorai.006G111800	bZIP
Gorai.006G111600	bZIP
Gorai.006G111400	C2H2
Gorai.006G109300	C2H2
Gorai.006G107500	ERF
Gorai.006G107300	MYB_related
Gorai.006G106300	C3H
Gorai.006G105000	bHLH
Gorai.006G104800	C2H2
Gorai.006G104700	C2H2
Gorai.006G102500	B3
Gorai.006G101600	FAR1
Gorai.006G098600	Trihelix
Gorai.006G097000	ERF
Gorai.006G092500	C2H2
Gorai.006G088400	NAC
Gorai.006G088000	ERF
Gorai.006G087600	B3
Gorai.006G087100	HSF
Gorai.006G085000	bHLH
Gorai.006G082300	MYB_related
Gorai.006G080800	MYB
Gorai.006G079800	bZIP
Gorai.006G079000	CAMTA
Gorai.006G078000	C2H2
Gorai.006G073500	MYB
Gorai.006G066700	SBP
Gorai.006G064000	MYB
Gorai.006G063000	MYB
Gorai.006G061600	CO-like
Gorai.006G061200	LBD
Gorai.006G060900	NAC
Gorai.006G060400	bHLH
Gorai.006G060300	MYB
Gorai.006G058600	NF-X1
Gorai.006G054800	GATA
Gorai.006G054500	bZIP
Gorai.006G054300	bHLH
Gorai.006G050200	GRAS
Gorai.006G047300	HD-ZIP
Gorai.006G047000	FAR1
Gorai.006G046200	ERF
Gorai.006G046100	C3H
Gorai.006G045100	MIKC_MADS
Gorai.006G044300	GRAS
Gorai.006G043800	TCP
Gorai.006G043200	WRKY
Gorai.006G037500	MYB
Gorai.006G037100	FAR1
Gorai.006G036900	C3H
Gorai.006G034600	NAC
Gorai.006G033100	LBD
Gorai.006G030800	MYB
Gorai.006G027400	E2F/DP
Gorai.006G025700	WRKY
Gorai.006G025200	AP2
Gorai.006G025100	AP2
Gorai.006G025000	M-type_MADS
Gorai.006G022100	HD-ZIP
Gorai.006G021800	bHLH
Gorai.006G021500	bHLH
Gorai.006G017700	NAC
Gorai.006G017400	MYB
Gorai.006G017300	ZF-HD
Gorai.006G017200	ZF-HD
Gorai.006G016100	CPP
Gorai.006G015500	Dof
Gorai.006G015200	MYB
Gorai.006G013600	ERF
Gorai.006G013300	WRKY
Gorai.006G009800	TCP
Gorai.006G008800	bHLH
Gorai.006G008700	ARF
Gorai.006G008200	WRKY
Gorai.006G005400	NF-YB
Gorai.006G005100	NAC
Gorai.005G264500	B3
Gorai.005G263100	M-type_MADS
Gorai.005G259700	bZIP
Gorai.005G259100	Nin-like
Gorai.005G257800	NAC
Gorai.005G254200	bZIP
Gorai.005G254000	MYB
Gorai.005G252200	bHLH
Gorai.005G248900	bZIP
Gorai.005G247900	GATA
Gorai.005G247100	SRS
Gorai.005G246400	TALE
Gorai.005G245700	bZIP
Gorai.005G244200	bHLH
Gorai.005G244000	MYB_related
Gorai.005G241600	bZIP
Gorai.005G241300	B3
Gorai.005G241200	B3
Gorai.005G240900	B3
Gorai.005G238700	B3
Gorai.005G238600	B3
Gorai.005G238000	ERF
Gorai.005G237400	bZIP
Gorai.005G234900	MYB
Gorai.005G234300	HB-PHD
Gorai.005G232500	LBD
Gorai.005G232300	C2H2
Gorai.005G231900	bHLH
Gorai.005G230800	MYB_related
Gorai.005G226700	C2H2
Gorai.005G226000	GATA
Gorai.005G225500	MIKC_MADS
Gorai.005G221300	M-type_MADS
Gorai.005G220600	CAMTA
Gorai.005G218900	bHLH
Gorai.005G217800	C3H
Gorai.005G217400	NAC
Gorai.005G212900	MYB
Gorai.005G211900	TCP
Gorai.005G208800	M-type_MADS
Gorai.005G208700	bHLH
Gorai.005G206800	MYB
Gorai.005G206300	MYB
Gorai.005G202900	ERF
Gorai.005G200200	ERF
Gorai.005G198900	C2H2
Gorai.005G198500	VOZ
Gorai.005G198100	C2H2
Gorai.005G197800	ERF
Gorai.005G197100	ERF
Gorai.005G195400	NAC
Gorai.005G195300	NAC
Gorai.005G193700	C3H
Gorai.005G190300	LBD
Gorai.005G189800	HD-ZIP
Gorai.005G188700	bHLH
Gorai.005G186400	C2H2
Gorai.005G180500	TALE
Gorai.005G177900	ERF
Gorai.005G173300	ARR-B
Gorai.005G168300	NF-YC
Gorai.005G166500	SBP
Gorai.005G165000	MIKC_MADS
Gorai.005G164600	SBP
Gorai.005G164300	WRKY
Gorai.005G162600	MYB
Gorai.005G158800	C2H2
Gorai.005G158200	C2H2
Gorai.005G156900	ARR-B
Gorai.005G154300	C2H2
Gorai.005G154200	BBR-BPC
Gorai.005G150100	HD-ZIP
Gorai.005G148600	bZIP
Gorai.005G148300	bHLH
Gorai.005G147200	MIKC_MADS
Gorai.005G146800	SBP
Gorai.005G146700	YABBY
Gorai.005G144500	WRKY
Gorai.005G142300	NAC
Gorai.005G142100	M-type_MADS
Gorai.005G142000	MYB
Gorai.005G141900	G2-like
Gorai.005G141400	ZF-HD
Gorai.005G141200	NAC
Gorai.005G139900	bHLH
Gorai.005G139600	HD-ZIP
Gorai.005G139500	MYB
Gorai.005G138100	RAV
Gorai.005G137100	C2H2
Gorai.005G136000	bHLH
Gorai.005G134600	C2H2
Gorai.005G134200	FAR1
Gorai.005G133400	Nin-like
Gorai.005G129300	C3H
Gorai.005G129200	FAR1
Gorai.005G128700	FAR1
Gorai.005G126700	FAR1
Gorai.005G126000	Nin-like
Gorai.005G122500	C3H
Gorai.005G120000	C3H
Gorai.005G116500	ERF
Gorai.005G111000	bZIP
Gorai.005G110600	SRS
Gorai.005G110100	ERF
Gorai.005G109600	bZIP
Gorai.005G107000	BES1
Gorai.005G105600	G2-like
Gorai.005G105400	B3
Gorai.005G105200	Dof
Gorai.005G102300	bZIP
Gorai.005G102000	HSF
Gorai.005G101400	WOX
Gorai.005G100600	MIKC_MADS
Gorai.005G098700	GRF
Gorai.005G098200	HD-ZIP
Gorai.005G098100	TALE
Gorai.005G097100	GATA
Gorai.005G094800	bHLH
Gorai.005G093500	ERF
Gorai.005G093000	MIKC_MADS
Gorai.005G092400	bZIP
Gorai.005G088800	NAC
Gorai.005G087600	MIKC_MADS
Gorai.005G083700	GRAS
Gorai.005G081000	Dof
Gorai.005G079700	bZIP
Gorai.005G079200	Trihelix
Gorai.005G078500	bZIP
Gorai.005G078100	ERF
Gorai.005G076200	NAC
Gorai.005G075100	GRAS
Gorai.005G075000	C2H2
Gorai.005G071400	SBP
Gorai.005G068900	MYB
Gorai.005G068100	WRKY
Gorai.005G066300	GRAS
Gorai.005G065700	CAMTA
Gorai.005G065300	GATA
Gorai.005G059500	NF-YB
Gorai.005G058900	MYB_related
Gorai.005G058800	C3H
Gorai.005G058700	ERF
Gorai.005G056500	SBP
Gorai.005G054900	MYB
Gorai.005G049300	ERF
Gorai.005G049200	ERF
Gorai.005G047800	C2H2
Gorai.005G046700	bHLH
Gorai.005G044800	CPP
Gorai.005G040900	NF-YC
Gorai.005G033900	G2-like
Gorai.005G031000	GRAS
Gorai.005G027500	HSF
Gorai.005G022400	bHLH
Gorai.005G020600	NAC
Gorai.005G020300	NAC
Gorai.005G016700	FAR1
Gorai.005G016000	NAC
Gorai.005G015900	bZIP
Gorai.005G015100	GRAS
Gorai.005G014800	GRAS
Gorai.005G014600	GRAS
Gorai.005G014200	GRAS
Gorai.005G014000	GRAS
Gorai.005G013700	GRAS
Gorai.005G013500	Nin-like
Gorai.005G013300	NAC
Gorai.005G013100	NAC
Gorai.005G013000	NAC
Gorai.005G012400	bHLH
Gorai.005G004300	B3
Gorai.005G003900	WRKY
Gorai.005G001300	GRAS
Gorai.004G292600	ERF
Gorai.004G292000	M-type_MADS
Gorai.004G291100	ARR-B
Gorai.004G289800	ERF
Gorai.004G288400	GATA
Gorai.004G288300	C3H
Gorai.004G285900	ERF
Gorai.004G285200	ERF
Gorai.004G281600	ERF
Gorai.004G280100	HSF
Gorai.004G276500	MYB
